:@computed_region_5kre_ccpb,:@computed_region_gwq4_fjxs,:@computed_region_s6p5_2pgr,crimecode,crimedate,crimetime,description,district,inside_outside,latitude,location,location_1,location_1_address,location_1_city,location_1_state,location_1_zip,longitude,neighborhood,post,premise,total_incidents,weapon
195,19,27301,3B,2017-09-30T00:00:00.000,22:30:00,ROBBERY - STREET,WESTERN,,39.31327,2500 FRANCIS ST,POINT (-76.64268 39.31327),,,,,-76.64268,Penn North,733,,1,
256,260,27291,4E,2017-09-30T00:00:00.000,18:18:00,COMMON ASSAULT,NORTHEASTERN,I,39.36233,2900 FLEETWOOD AVE,POINT (-76.55347 39.36233),,,,,-76.55347,Westfield,424,ROW/TOWNHO,1,HANDS
261,217,14009,4D,2017-09-24T00:00:00.000,3:30:00,AGG. ASSAULT,NORTHERN,I,39.35014,500 WINSTON AVE,POINT (-76.60897 39.35014),,,,,-76.60897,Winston-Govans,524,ROW/TOWNHO,1,HANDS
251,183,27307,4A,2017-09-24T00:00:00.000,21:20:00,AGG. ASSAULT,NORTHERN,O,39.33557,600 E 38TH ST,POINT (-76.60731 39.33557),,,,,-76.60731,Waverly,543,STREET,1,FIREARM
251,183,27307,4A,2017-09-24T00:00:00.000,21:20:00,AGG. ASSAULT,NORTHERN,O,39.33557,600 E 38TH ST,POINT (-76.60731 39.33557),,,,,-76.60731,Waverly,543,STREET,1,FIREARM
249,111,27954,6C,2017-09-27T00:00:00.000,13:40:00,LARCENY,SOUTHEASTERN,I,39.2902,100 S BROADWAY,POINT (-76.5939 39.2902),,,,,-76.5939,Washington Hill,212,CONVENIENC,1,
275,191,26956,3JF,2017-09-26T00:00:00.000,11:45:00,ROBBERY - RESIDENCE,NORTHEASTERN,I,39.32692,3500 RICHMOND AVE,POINT (-76.57548 39.32692),,,,,-76.57548,Belair-Edison,432,ROW/TOWNHO,1,FIREARM
242,90,27301,4E,2017-09-13T00:00:00.000,14:20:00,COMMON ASSAULT,CENTRAL,I,39.29959,1200 PENNSYLVANIA AVE,POINT (-76.62982 39.29959),,,,,-76.62982,Upton,123,SCHOOL,1,HANDS
63,155,26956,6J,2017-09-18T00:00:00.000,14:30:00,LARCENY,EASTERN,I,39.31421,2000 N WOLFE ST,POINT (-76.59188 39.31421),,,,,-76.59188,Darley Park,342,SCHOOL,1,
65,5,13642,3AK,2017-09-29T00:00:00.000,12:30:00,ROBBERY - STREET,CENTRAL,O,39.29042,400 W FAYETTE ST,POINT (-76.62119 39.29042),,,,,-76.62119,Downtown,111,STREET,1,KNIFE
275,285,26956,6J,2017-09-26T00:00:00.000,16:47:00,LARCENY,NORTHEASTERN,,39.32571,2800 CHESTERFIELD AVE,POINT (-76.57078 39.32571),,,,,-76.57078,Belair-Edison,432,,1,
105,253,27291,5A,2017-05-01T00:00:00.000,0:00:00,BURGLARY,NORTHEASTERN,I,39.35887,5600 PILGRIM RD,POINT (-76.57016 39.35887),,,,,-76.57016,Hamilton Hills,423,ROW/TOWNHO,1,
36,279,27632,5D,2017-09-24T00:00:00.000,12:30:00,BURGLARY,SOUTHWESTERN,I,39.28342,300 S PULASKI ST,POINT (-76.64978 39.28342),,,,,-76.64978,Carrollton Ridge,934,RELIGIOUS,1,
240,287,27954,3AK,2017-09-24T00:00:00.000,4:25:00,ROBBERY - STREET,SOUTHEASTERN,O,39.28913,200 S WOLFE ST,POINT (-76.59033 39.28913),,,,,-76.59033,Upper Fells Point,212,STREET,1,KNIFE
83,45,27297,6D,2017-09-26T00:00:00.000,7:45:00,LARCENY FROM AUTO,SOUTHWESTERN,O,39.31003,2000 N EDGEWOOD ST,POINT (-76.67597 39.31003),,,,,-76.67597,Fairmont,812,PARKING LO,1,
26,38,27937,7C,2016-11-19T00:00:00.000,14:45:00,AUTO THEFT,SOUTHERN,O,39.22861,1000 EDWIGHT CT,POINT (-76.59723 39.22861),,,,,-76.59723,Brooklyn,913,OTHER - OU,1,
275,194,26956,4A,2017-09-09T00:00:00.000,22:27:00,AGG. ASSAULT,NORTHEASTERN,O,39.31705,3200 ELMLEY AVE,POINT (-76.57808 39.31705),,,,,-76.57808,Belair-Edison,434,STREET,1,FIREARM
275,194,26956,4A,2017-09-09T00:00:00.000,22:27:00,AGG. ASSAULT,NORTHEASTERN,O,39.31705,3200 ELMLEY AVE,POINT (-76.57808 39.31705),,,,,-76.57808,Belair-Edison,434,STREET,1,FIREARM
46,201,13991,4E,2017-09-29T00:00:00.000,0:00:00,COMMON ASSAULT,NORTHEASTERN,I,39.31635,6000 AMBERWOOD RD,POINT (-76.54331 39.31635),,,,,-76.54331,Frankford,443,APT/CONDO,1,HANDS
76,278,27950,6D,2017-09-25T00:00:00.000,19:00:00,LARCENY FROM AUTO,SOUTHWESTERN,O,39.29638,4000 CRANSTON AVE,POINT (-76.68294 39.29638),,,,,-76.68294,Edmondson Village,844,STREET,1,
195,18,27301,6E,2017-09-19T00:00:00.000,11:00:00,LARCENY,WESTERN,O,39.31099,1500 WHITELOCK ST,POINT (-76.64047 39.31099),,,,,-76.64047,Penn North,733,STREET,1,
262,23,14006,5D,2017-09-28T00:00:00.000,17:30:00,BURGLARY,NORTHERN,I,39.33186,2000 CLIPPER PARK RD,POINT (-76.64468 39.33186),,,,,-76.64468,Woodberry,533,PUBLIC BUI,1,
262,23,14006,5D,2017-09-28T00:00:00.000,17:30:00,BURGLARY,NORTHERN,I,39.33186,2000 CLIPPER PARK RD,POINT (-76.64468 39.33186),,,,,-76.64468,Woodberry,533,PUBLIC BUI,1,
262,23,14006,5D,2017-09-28T00:00:00.000,17:30:00,BURGLARY,NORTHERN,I,39.33186,2000 CLIPPER PARK RD,POINT (-76.64468 39.33186),,,,,-76.64468,Woodberry,533,PUBLIC BUI,1,
262,23,14006,5D,2017-09-28T00:00:00.000,17:30:00,BURGLARY,NORTHERN,I,39.33186,2000 CLIPPER PARK RD,POINT (-76.64468 39.33186),,,,,-76.64468,Woodberry,533,PUBLIC BUI,1,
