:@computed_region_5kre_ccpb,:@computed_region_gwq4_fjxs,:@computed_region_s6p5_2pgr,crimecode,crimedate,crimetime,description,district,inside_outside,latitude,location,location_1,location_1_address,location_1_city,location_1_state,location_1_zip,longitude,neighborhood,post,premise,total_incidents,weapon
106,53,27301,5A,2017-09-24T00:00:00.000,15:00:00,BURGLARY,WESTERN,I,39.29785,1200 W LANVALE ST,POINT (-76.63806 39.29785),,,,,-76.63806,Harlem Park,713,ROW/TOWNHO,1,
106,88,27632,6E,2017-09-29T00:00:00.000,10:00:00,LARCENY,WESTERN,,39.29391,1800 W FRANKLIN ST,POINT (-76.64599 39.29391),,,,,-76.64599,Harlem Park,722,,1,
7,68,27295,4E,2017-04-21T00:00:00.000,5:30:00,COMMON ASSAULT,NORTHWESTERN,O,39.32994,3500 SEQUOIA AVE,POINT (-76.67246 39.32994),,,,,-76.67246,Ashburton,643,STREET,1,HANDS
159,9,27632,4E,2017-09-26T00:00:00.000,0:30:00,COMMON ASSAULT,SOUTHERN,I,39.28528,1700 W PRATT ST,POINT (-76.64381 39.28528),,,,,-76.64381,New Southwest/Mount Clare,935,PUBLIC HOU,1,HANDS
47,162,27953,3B,2017-09-26T00:00:00.000,19:45:00,ROBBERY - STREET,SOUTHERN,O,39.24854,3400 ANNAPOLIS RD,POINT (-76.63992 39.24854),,,,,-76.63992,Cherry Hill,922,STREET,1,
12,163,27950,3K,2017-09-25T00:00:00.000,19:09:00,ROBBERY - RESIDENCE,SOUTHWESTERN,I,39.28023,4900 STAFFORD ST,POINT (-76.69542 39.28023),,,,,-76.69542,Beechfield,833,ROW/TOWNHO,1,
245,57,13995,6D,2017-09-26T00:00:00.000,15:00:00,LARCENY FROM AUTO,SOUTHWESTERN,,39.31193,5100 DICKEY HILL RD,POINT (-76.70517 39.31193),,,,,-76.70517,Wakefield,821,,1,
249,111,27954,4B,2017-09-27T00:00:00.000,21:15:00,AGG. ASSAULT,SOUTHEASTERN,O,39.28906,1400 E PRATT ST,POINT (-76.5985 39.28906),,,,,-76.5985,Washington Hill,212,STREET,1,KNIFE
73,155,26956,6C,2017-06-20T00:00:00.000,18:01:00,LARCENY,EASTERN,,39.31196,1400 E NORTH AVE,POINT (-76.59922 39.31196),,,,,-76.59922,East Baltimore Midway,342,,1,
146,191,26956,6D,2017-09-30T00:00:00.000,12:45:00,LARCENY FROM AUTO,NORTHEASTERN,O,39.32849,3600 NORMAN AVE,POINT (-76.57814 39.32849),,,,,-76.57814,Mayfield,431,STREET,1,
78,128,13987,5B,2017-09-29T00:00:00.000,8:31:00,BURGLARY,SOUTHEASTERN,I,39.29809,3200 MCELDERRY ST,POINT (-76.57203 39.29809),,,,,-76.57203,Ellwood Park/Monument,224,ROW/TOWNHO,1,
46,207,13991,5D,2017-09-25T00:00:00.000,2:23:00,BURGLARY,NORTHEASTERN,I,39.32397,5200 MORAVIA RD,POINT (-76.54979 39.32397),,,,,-76.54979,Frankford,443,CONVENIENC,1,
153,87,27632,4E,2017-09-27T00:00:00.000,4:45:00,COMMON ASSAULT,WESTERN,I,39.29419,500 N PAYSON ST,POINT (-76.64904 39.29419),,,,,-76.64904,Midtown-Edmondson,722,ROW/TOWNHO,1,HANDS
25,40,27295,3AF,2017-09-30T00:00:00.000,20:20:00,ROBBERY - STREET,NORTHWESTERN,O,39.31911,2500 W FOREST PARK AVE,POINT (-76.65805 39.31911),,,,,-76.65805,Burleith-Leighton,611,STREET,1,FIREARM
217,264,13991,4E,2017-09-25T00:00:00.000,15:08:00,COMMON ASSAULT,NORTHEASTERN,I,39.35658,3900 FLEETWOOD AVE,POINT (-76.53388 39.35658),,,,,-76.53388,Rosemont East,425,APT/CONDO,1,HANDS
2,75,27950,8H,2017-09-24T00:00:00.000,6:02:00,ARSON,SOUTHWESTERN,,39.29255,N LOUDON AV,POINT (-76.68258 39.29255),,,,,-76.68258,Allendale,843,,1,
128,234,14009,4E,2017-09-30T00:00:00.000,21:05:00,COMMON ASSAULT,NORTHERN,O,39.34795,4800 NORWOOD RD,POINT (-76.61196 39.34795),,,,,-76.61196,Kernewood,521,STREET,1,HANDS
217,264,13991,5D,2017-09-26T00:00:00.000,22:30:00,BURGLARY,NORTHEASTERN,I,39.35437,6600 BELAIR RD,POINT (-76.53118 39.35437),,,,,-76.53118,Rosemont East,425,OTHER - IN,1,
195,19,27301,6G,2017-09-06T00:00:00.000,18:06:00,LARCENY,WESTERN,I,39.31033,2500 PENNSYLVANIA AVE,POINT (-76.64277 39.31033),,,,,-76.64277,Penn North,733,DRUG STORE,1,
131,140,27935,6J,2017-09-25T00:00:00.000,13:40:00,LARCENY,SOUTHEASTERN,O,39.29324,0 N KRESSON ST,POINT (-76.56001 39.29324),,,,,-76.56001,Kresson,241,STREET,1,
110,108,13645,4E,2017-09-26T00:00:00.000,21:10:00,COMMON ASSAULT,SOUTHEASTERN,O,39.2922,200 N FRONT ST,POINT (-76.60639 39.2922),,,,,-76.60639,Jonestown,211,STREET,1,HANDS
73,156,27307,5D,2017-07-12T00:00:00.000,2:17:00,BURGLARY,EASTERN,I,39.31721,2400 KIRK AVE,POINT (-76.60307 39.31721),,,,,-76.60307,East Baltimore Midway,342,HOSP/NURS.,1,
257,280,27950,6J,2017-09-28T00:00:00.000,10:24:00,LARCENY,SOUTHWESTERN,O,39.28789,0 S ROCK GLEN RD,POINT (-76.71066 39.28789),,,,,-76.71066,Westgate,823,STREET,1,
157,39,27301,3AK,2017-09-30T00:00:00.000,7:09:00,ROBBERY - STREET,WESTERN,O,39.30989,NORTH AV & N FULTON AV,POINT (-76.6465 39.30989),,,,,-76.6465,Mondawmin,731,STREET,1,KNIFE
278,11,27307,6C,2017-09-28T00:00:00.000,9:44:00,LARCENY,NORTHERN,I,39.31645,2400 N CHARLES ST,POINT (-76.61687 39.31645),,,,,-76.61687,Old Goucher,514,GROCERY/CO,1,
165,93,13642,4E,2017-09-28T00:00:00.000,19:37:00,COMMON ASSAULT,CENTRAL,I,39.2993,800 LINDEN AVE,POINT (-76.62075 39.2993),,,,,-76.62075,Mount Vernon,142,HOSP/NURS.,1,HANDS
73,157,27307,6G,2017-09-30T00:00:00.000,4:30:00,LARCENY,NORTHERN,,39.31812,AV & E 25TH ST,POINT (-76.60946 39.31812),,,,,-76.60946,Better Waverly,342,,1,
165,93,13645,3D,2017-09-17T00:00:00.000,18:25:00,ROBBERY - COMMERCIAL,CENTRAL,I,39.30063,900 N CHARLES ST,POINT (-76.61589 39.30063),,,,,-76.61589,Mount Vernon,142,CONVENIENC,1,
31,131,27935,6C,2017-09-29T00:00:00.000,15:35:00,LARCENY,SOUTHEASTERN,I,39.27703,3500 BOSTON ST,POINT (-76.56732 39.27703),,,,,-76.56732,Canton Industrial Area,233,OTHER - IN,1,
218,84,27632,3AF,2017-09-27T00:00:00.000,6:30:00,ROBBERY - STREET,WESTERN,O,39.29354,2400 W FRANKLIN ST,POINT (-76.65497 39.29354),,,,,-76.65497,Rosemont Homeowners/Tenan,721,STREET,1,FIREARM
146,191,26956,6D,2017-08-28T00:00:00.000,0:30:00,LARCENY FROM AUTO,NORTHEASTERN,O,39.32837,2200 LAKE AVE,POINT (-76.57968 39.32837),,,,,-76.57968,Mayfield,431,STREET,1,
39,226,13991,5D,2017-09-11T00:00:00.000,1:28:00,BURGLARY,NORTHEASTERN,I,39.35052,6200 BELAIR RD,POINT (-76.53544 39.35052),,,,,-76.53544,Cedmont,445,RESTAURANT,1,
141,123,27935,4B,2017-09-25T00:00:00.000,19:09:00,AGG. ASSAULT,SOUTHEASTERN,I,39.29471,200 N LINWOOD AVE,POINT (-76.57639 39.29471),,,,,-76.57639,McElderry Park,221,ROW/TOWNHO,1,KNIFE
105,225,27291,6J,2015-10-07T00:00:00.000,13:54:00,LARCENY,NORTHEASTERN,,39.35634,5900 HARFORD RD,POINT (-76.558 39.35634),,,,,-76.558,Hamilton Hills,423,,1,
12,163,27950,4C,2017-09-25T00:00:00.000,19:09:00,AGG. ASSAULT,SOUTHWESTERN,I,39.28023,4900 STAFFORD ST,POINT (-76.69542 39.28023),,,,,-76.69542,Beechfield,833,ROW/TOWNHO,1,OTHER
78,128,27935,4E,2017-09-21T00:00:00.000,8:30:00,COMMON ASSAULT,SOUTHEASTERN,I,39.29647,400 N BOULDIN ST,POINT (-76.57138 39.29647),,,,,-76.57138,Ellwood Park/Monument,224,ROW/TOWNHO,1,HANDS
151,97,13645,3GK,2017-09-26T00:00:00.000,21:20:00,ROBBERY - COMMERCIAL,CENTRAL,I,39.30265,1100 N CALVERT ST,POINT (-76.61319 39.30265),,,,,-76.61319,Mid-Town Belvedere,141,CONVENIENC,1,KNIFE
114,7,13642,5A,2017-09-23T00:00:00.000,23:30:00,BURGLARY,SOUTHERN,,39.28796,800 HOLLINS ST,POINT (-76.62907 39.28796),,,,,-76.62907,Hollins Market,931,,1,
105,260,27291,6D,2017-09-26T00:00:00.000,23:00:00,LARCENY FROM AUTO,NORTHEASTERN,,39.3599,2800 CHRISTOPHER AVE,POINT (-76.56045 39.3599),,,,,-76.56045,Hamilton Hills,423,,1,
44,160,27307,6G,2017-09-28T00:00:00.000,11:00:00,LARCENY,NORTHERN,I,39.31311,HOWARD ST & W 21ST ST,POINT (-76.61944 39.31311),,,,,-76.61944,Charles North,514,APT/CONDO,1,
6,145,13987,4E,2017-09-25T00:00:00.000,3:21:00,COMMON ASSAULT,NORTHEASTERN,I,39.30728,4800 ORVILLE AVE,POINT (-76.55851 39.30728),,,,,-76.55851,Armistead Gardens,433,ROW/TOWNHO,1,HANDS
32,178,27953,7A,2017-01-13T00:00:00.000,17:44:00,AUTO THEFT,SOUTHERN,,39.27438,1500 RUSSELL ST,POINT (-76.62763 39.27438),,,,,-76.62763,Carroll - Camden Industri,941,,1,
177,176,27307,5B,2017-09-30T00:00:00.000,11:30:00,BURGLARY,NORTHERN,I,39.32968,300 BIRKWOOD PL,POINT (-76.61168 39.32968),,,,,-76.61168,Oakenshawe,512,ROW/TOWNHO,1,
64,228,28564,4B,2017-09-30T00:00:00.000,0:44:00,AGG. ASSAULT,NORTHEASTERN,I,39.3561,2000 E BELVEDERE AVE,POINT (-76.5785 39.3561),,,,,-76.5785,Loch Raven,415,ROW/TOWNHO,1,KNIFE
141,125,13987,4C,2017-03-10T00:00:00.000,8:00:00,AGG. ASSAULT,SOUTHEASTERN,I,39.29698,500 N MONTFORD AVE,POINT (-76.58364 39.29698),,,,,-76.58364,McElderry Park,221,APT/CONDO,1,OTHER
194,1,27953,3B,2017-09-25T00:00:00.000,14:30:00,ROBBERY - STREET,SOUTHERN,O,39.28518,600 PORTLAND ST,POINT (-76.62495 39.28518),,,,,-76.62495,Ridgely's Delight,941,STREET,1,
65,6,13645,3B,2017-09-27T00:00:00.000,3:01:00,ROBBERY - STREET,CENTRAL,O,39.28976,400 E BALTIMORE ST,POINT (-76.61015 39.28976),,,,,-76.61015,Downtown,111,STREET,1,
275,112,26956,6G,2017-09-05T00:00:00.000,9:00:00,LARCENY,NORTHEASTERN,O,39.32205,3200 BRENDAN AVE,POINT (-76.56951 39.32205),,,,,-76.56951,Belair-Edison,432,STREET,1,
102,73,14006,6J,2017-09-30T00:00:00.000,3:30:00,LARCENY,NORTHERN,,39.33207,700 BERRY ST,POINT (-76.62856 39.33207),,,,,-76.62856,Hampden,531,,1,
46,211,13991,3CF,2017-09-24T00:00:00.000,9:43:00,ROBBERY - COMMERCIAL,NORTHEASTERN,I,39.33757,4200 FRANKFORD AVE,POINT (-76.55127 39.33757),,,,,-76.55127,Frankford,444,RESTAURANT,1,FIREARM
31,131,27935,7A,2017-09-18T00:00:00.000,0:00:00,AUTO THEFT,SOUTHEASTERN,O,39.27927,1200 S CONKLING ST,POINT (-76.56664 39.27927),,,,,-76.56664,Canton Industrial Area,233,STREET,1,
56,29,27297,5B,2017-09-23T00:00:00.000,10:00:00,BURGLARY,WESTERN,,39.30627,2400 BAKER ST,POINT (-76.6564 39.30627),,,,,-76.6564,Coppin Heights/Ash-Co-Eas,723,,1,
23,148,26956,9S,2017-06-06T00:00:00.000,1151,SHOOTING,EASTERN,Outside,39.30792,2400 E OLIVER ST,POINT (-76.58418 39.30792),,,,,-76.58418,Broadway East,331,Street,1,FIREARM
141,125,13987,4E,2017-09-25T00:00:00.000,6:00:00,COMMON ASSAULT,SOUTHEASTERN,I,39.29694,500 N LUZERNE AVE,POINT (-76.58079 39.29694),,,,,-76.58079,McElderry Park,221,ROW/TOWNHO,1,HANDS
275,204,13991,7A,2017-09-29T00:00:00.000,20:00:00,AUTO THEFT,NORTHEASTERN,O,39.32873,4400 ASBURY AVE,POINT (-76.5628 39.32873),,,,,-76.5628,Belair-Edison,442,STREET,1,
4,78,27632,6D,2017-09-23T00:00:00.000,18:00:00,LARCENY FROM AUTO,SOUTHWESTERN,,39.28728,0 S CALVERTON RD,POINT (-76.65283 39.28728),,,,,-76.65283,Boyd-Booth,842,,1,
214,27,14004,4D,2017-09-17T00:00:00.000,8:00:00,AGG. ASSAULT,NORTHERN,,39.33696,500 W UNIVERSITY PKWY,POINT (-76.62453 39.33696),,,,,-76.62453,Roland Park,541,,1,HANDS
96,70,27295,4E,2017-09-26T00:00:00.000,22:20:00,COMMON ASSAULT,NORTHERN,I,39.3385,LOYOLA NORTHWAY,POINT (-76.65848 39.3385),,,,,-76.65848,Greenspring,533,APT/CONDO,1,HANDS
68,286,27954,6F,2017-09-16T00:00:00.000,11:00:00,LARCENY,SOUTHEASTERN,O,39.28376,2000 ALICEANNA ST,POINT (-76.58853 39.28376),,,,,-76.58853,Fells Point,213,STREET,1,
221,22,27301,6E,2017-09-24T00:00:00.000,12:00:00,LARCENY,WESTERN,I,39.30615,1500 N GILMOR ST,POINT (-76.6434 39.30615),,,,,-76.6434,Sandtown-Winchester,742,ROW/TOWNHO,1,
26,132,27937,4A,2017-09-25T00:00:00.000,16:30:00,AGG. ASSAULT,SOUTHERN,I,39.23107,900 JACK ST,POINT (-76.59888 39.23107),,,,,-76.59888,Brooklyn,913,APT/CONDO,1,FIREARM
274,122,27954,5A,2017-09-29T00:00:00.000,8:30:00,BURGLARY,EASTERN,,39.29585,400 N COLLINGTON AVE,POINT (-76.58651 39.29585),,,,,-76.58651,CARE,321,,1,
241,3,13642,6G,2017-09-27T00:00:00.000,10:00:00,LARCENY,CENTRAL,I,39.28489,300 S CHARLES ST,POINT (-76.61501 39.28489),,,,,-76.61501,Downtown West,113,GROCERY/CO,1,
26,144,27937,5A,2017-09-26T00:00:00.000,2:20:00,BURGLARY,SOUTHERN,I,39.23671,0 WASHBURN AVE,POINT (-76.6107 39.23671),,,,,-76.6107,Brooklyn,913,ROW/TOWNHO,1,
105,224,27291,5A,2017-09-23T00:00:00.000,20:03:00,BURGLARY,NORTHEASTERN,I,39.35339,5300 HAMLET AVE,POINT (-76.56735 39.35339),,,,,-76.56735,Hamilton Hills,423,ROW/TOWNHO,1,
54,159,27307,5A,2017-09-29T00:00:00.000,13:03:00,BURGLARY,NORTHEASTERN,I,39.31948,2600 ROBB ST,POINT (-76.59705 39.31948),,,,,-76.59705,Coldstream Homestead Mont,411,ROW/TOWNHO,1,
43,240,27295,6J,2017-09-25T00:00:00.000,10:35:00,LARCENY,NORTHWESTERN,O,39.34843,5100 PARK HEIGHTS AVE,POINT (-76.67491 39.34843),,,,,-76.67491,Central Park Heights,614,STREET,1,
43,243,27295,4E,2017-09-27T00:00:00.000,2:00:00,COMMON ASSAULT,NORTHWESTERN,I,39.34832,3000 W GARRISON AVE,POINT (-76.67201 39.34832),,,,,-76.67201,Central Park Heights,614,ROW/TOWNHO,1,HANDS
26,132,27937,7A,2017-09-27T00:00:00.000,5:30:00,AUTO THEFT,SOUTHERN,O,39.23169,800 JACK ST,POINT (-76.60073 39.23169),,,,,-76.60073,Brooklyn,913,STREET,1,
156,206,13991,5A,2017-09-28T00:00:00.000,18:30:00,BURGLARY,NORTHEASTERN,I,39.33661,3800 MORAVIA RD,POINT (-76.56469 39.33661),,,,,-76.56469,Moravia-Walther,426,ROW/TOWNHO,1,
275,196,26956,4E,2016-11-04T00:00:00.000,0:00:00,COMMON ASSAULT,NORTHEASTERN,I,39.31704,4100 RAYMONN AVE,POINT (-76.55787 39.31704),,,,,-76.55787,Belair-Edison,432,ROW/TOWNHO,1,HANDS
36,279,27632,4F,2017-09-01T00:00:00.000,0:00:00,ASSAULT BY THREAT,SOUTHWESTERN,I,39.27991,2300 WILKENS AVE,POINT (-76.65285 39.27991),,,,,-76.65285,Carrollton Ridge,841,GARAGE ON,1,
21,102,27301,6E,2017-09-30T00:00:00.000,14:34:00,LARCENY,CENTRAL,O,39.30555,300 MOSHER ST,POINT (-76.62772 39.30555),,,,,-76.62772,Bolton Hill,132,STREET,1,
250,168,27953,6F,2017-09-23T00:00:00.000,21:30:00,LARCENY,SOUTHERN,O,39.28297,800 WASHINGTON BLVD,POINT (-76.62975 39.28297),,,,,-76.62975,Washington Village/Pigtow,932,YARD,1,
121,6,13645,6C,2017-09-25T00:00:00.000,20:59:00,LARCENY,CENTRAL,O,39.2867,600 E PRATT ST,POINT (-76.60774 39.2867),,,,,-76.60774,Inner Harbor,112,PARK,1,
118,61,13995,6D,2017-09-25T00:00:00.000,10:00:00,LARCENY FROM AUTO,NORTHWESTERN,,39.33597,CHRYSLER,POINT (-76.70073 39.33597),,,,,-76.70073,Howard Park,622,,1,
42,251,14001,3AJF,2017-09-22T00:00:00.000,22:49:00,ROBBERY - CARJACKING,NORTHERN,O,39.34362,2200 W Cold Spring Ln,POINT (-76.6523 39.34362),,,,,-76.6523,Coldspring,533,PARKING LO,1,FIREARM
105,253,27291,6D,2017-09-27T00:00:00.000,22:30:00,LARCENY FROM AUTO,NORTHEASTERN,,39.36388,2200 WALSHIRE AVE,POINT (-76.57033 39.36388),,,,,-76.57033,Hamilton Hills,423,,1,
9,119,27935,3AF,2017-09-25T00:00:00.000,18:09:00,ROBBERY - STREET,SOUTHEASTERN,,39.29285,0 N POTOMAC ST,POINT (-76.57477 39.29285),,,,,-76.57477,Patterson Park Neighborho,222,,1,FIREARM
153,87,27301,7A,2017-05-21T00:00:00.000,20:52:00,AUTO THEFT,WESTERN,,39.29793,800 APPLETON ST,POINT (-76.64838 39.29793),,,,,-76.64838,Midtown-Edmondson,722,,1,
267,75,27950,5A,2017-09-28T00:00:00.000,12:00:00,BURGLARY,SOUTHWESTERN,I,39.29402,3300 EDMONDSON AVE,POINT (-76.67303 39.29402),,,,,-76.67303,Lower Edmondson Village,843,ROW/TOWNHO,1,
135,240,27295,9S,2017-12-01T00:00:00.000,1525,SHOOTING,NORTHWESTERN,Outside,39.34437,3700 W GARRISON AV,POINT (-76.6785 39.34437),,,,,-76.6785,Langston Hughes,613,Street,1,FIREARM
268,166,27632,6E,2017-07-15T00:00:00.000,13:30:00,LARCENY,SOUTHWESTERN,,39.27466,900 DESOTO RD,POINT (-76.66799 39.27466),,,,,-76.66799,Wilhelm Park,832,,1,
249,111,27954,6C,2017-09-29T00:00:00.000,0:21:00,LARCENY,SOUTHEASTERN,I,39.2902,100 S BROADWAY,POINT (-76.5939 39.2902),,,,,-76.5939,Washington Hill,212,CONVENIENC,1,
109,140,27935,3D,2017-09-26T00:00:00.000,10:45:00,ROBBERY - COMMERCIAL,SOUTHEASTERN,I,39.28681,4000 EASTERN AVE,POINT (-76.56308 39.28681),,,,,-76.56308,Highlandtown,231,DRUG STORE,1,
52,150,26956,3CO,2017-09-28T00:00:00.000,8:25:00,ROBBERY - COMMERCIAL,NORTHEASTERN,I,39.30966,4500 ERDMAN AVE,POINT (-76.56302 39.30966),,,,,-76.56302,Orchard Ridge,433,OTHER - IN,1,OTHER
159,9,27632,3AF,2017-09-29T00:00:00.000,20:10:00,ROBBERY - STREET,SOUTHERN,O,39.28445,ST & S STRICKER ST,POINT (-76.64074 39.28445),,,,,-76.64074,New Southwest/Mount Clare,935,STREET,1,FIREARM
110,110,13645,7A,2017-08-19T00:00:00.000,0:00:00,AUTO THEFT,SOUTHEASTERN,,39.2885,100 ALBEMARLE ST,POINT (-76.60384 39.2885),,,,,-76.60384,Jonestown,211,,1,
218,84,27632,6J,2017-09-29T00:00:00.000,5:45:00,LARCENY,WESTERN,,39.29411,2400 LAURETTA AVE,POINT (-76.65499 39.29411),,,,,-76.65499,Rosemont Homeowners/Tenan,721,,1,
218,233,27632,5A,2017-09-24T00:00:00.000,0:25:00,BURGLARY,WESTERN,,39.29385,2700 LAURETTA AVE,POINT (-76.66193 39.29385),,,,,-76.66193,Rosemont Homeowners/Tenan,721,,1,
35,76,27950,4A,2017-08-11T00:00:00.000,22:02:00,AGG. ASSAULT,SOUTHWESTERN,O,39.28623,0 N ABINGTON AVE,POINT (-76.67118 39.28623),,,,,-76.67118,Carroll-South Hilton,842,STREET,1,FIREARM
98,33,27307,6F,2017-09-24T00:00:00.000,0:30:00,LARCENY,NORTHERN,O,39.32218,2800 GUILFORD AVE,POINT (-76.6131 39.32218),,,,,-76.6131,Harwood,513,PORCH/DECK,1,
84,79,27632,4F,2017-09-28T00:00:00.000,21:30:00,ASSAULT BY THREAT,WESTERN,O,39.28953,1800 W FAYETTE ST,POINT (-76.64634 39.28953),,,,,-76.64634,Franklin Square,711,STREET,1,
162,166,27953,6E,2017-09-27T00:00:00.000,10:00:00,LARCENY,SOUTHWESTERN,,39.26416,1300 PARKMAN AVE,POINT (-76.66409 39.26416),,,,,-76.66409,Morrell Park,831,,1,
134,162,27953,3AF,2016-11-16T00:00:00.000,20:40:00,ROBBERY - STREET,SOUTHERN,O,39.25107,2100 W PATAPSCO AVE,POINT (-76.64487 39.25107),,,,,-76.64487,Lakeland,923,PARKING LO,1,FIREARM
186,42,27297,5C,2017-09-24T00:00:00.000,0:15:00,BURGLARY,WESTERN,,39.31162,2100 N DUKELAND ST,POINT (-76.66413 39.31162),,,,,-76.66413,Panway/Braddish Avenue,731,,1,
5,244,27295,7A,2017-09-18T00:00:00.000,17:00:00,AUTO THEFT,NORTHWESTERN,O,39.34574,5200 NELSON AVE,POINT (-76.68312 39.34574),,,,,-76.68312,Arlington,633,STREET,1,
47,149,27937,3AO,2017-09-26T00:00:00.000,19:55:00,ROBBERY - STREET,SOUTHERN,,39.24962,2700 FISK RD,POINT (-76.63132 39.24962),,,,,-76.63132,Cherry Hill,922,,1,OTHER
162,164,27953,4A,2017-09-27T00:00:00.000,13:57:00,AGG. ASSAULT,SOUTHWESTERN,O,39.2669,BL & HARMAN AV,POINT (-76.65221 39.2669),,,,,-76.65221,Morrell Park,831,STREET,1,FIREARM
134,162,27953,3CF,2017-09-25T00:00:00.000,16:20:00,ROBBERY - COMMERCIAL,SOUTHERN,I,39.25131,2200 W PATAPSCO AVE,POINT (-76.64623 39.25131),,,,,-76.64623,Lakeland,923,CONVENIENC,1,FIREARM
9,119,27935,4A,2017-09-24T00:00:00.000,1:08:00,AGG. ASSAULT,SOUTHEASTERN,O,39.29365,100 N BELNORD AVE,POINT (-76.57844 39.29365),,,,,-76.57844,Patterson Park Neighborho,222,STREET,1,FIREARM
43,238,27295,6E,2017-09-11T00:00:00.000,17:00:00,LARCENY,NORTHWESTERN,O,39.34169,3500 WOODLAND AVE,POINT (-76.67354 39.34169),,,,,-76.67354,Central Park Heights,614,PARKING LO,1,
165,93,13642,6J,2017-09-10T00:00:00.000,1:34:00,LARCENY,CENTRAL,O,39.30077,200 W READ ST,POINT (-76.61951 39.30077),,,,,-76.61951,Mount Vernon,142,STREET,1,
44,160,27307,3AF,2017-09-01T00:00:00.000,7:15:00,ROBBERY - STREET,NORTHERN,O,39.31232,2000 MARYLAND AVE,POINT (-76.61802 39.31232),,,,,-76.61802,Charles North,514,STREET,1,FIREARM
196,105,13645,4D,2017-08-09T00:00:00.000,10:15:00,AGG. ASSAULT,EASTERN,O,39.29883,300 E MADISON ST,POINT (-76.61042 39.29883),,,,,-76.61042,Penn-Fallsway,312,STREET,1,HANDS
46,213,13991,6E,2017-09-27T00:00:00.000,7:00:00,LARCENY,NORTHEASTERN,O,39.33035,5400 GARDENWOOD RD,POINT (-76.53807 39.33035),,,,,-76.53807,Frankford,444,STREET,1,
92,258,28564,6J,2017-09-21T00:00:00.000,10:18:00,LARCENY,NORTHERN,I,39.36235,1100 RAMBLEWOOD RD,POINT (-76.59564 39.36235),,,,,-76.59564,Glen Oaks,522,APT/CONDO,1,
121,3,27953,6F,2017-09-26T00:00:00.000,0:01:00,LARCENY,CENTRAL,O,39.28079,400 KEY HWY,POINT (-76.60838 39.28079),,,,,-76.60838,Inner Harbor,112,INNER HARB,1,
121,3,27953,6F,2017-09-26T00:00:00.000,0:01:00,LARCENY,CENTRAL,O,39.28079,400 KEY HWY,POINT (-76.60838 39.28079),,,,,-76.60838,Inner Harbor,112,INNER HARB,1,
26,143,27937,6D,2017-09-25T00:00:00.000,9:30:00,LARCENY FROM AUTO,SOUTHERN,O,39.23833,600 MAUDE AVE,POINT (-76.60083 39.23833),,,,,-76.60083,Brooklyn,913,STREET,1,
41,50,13995,4E,2017-09-17T00:00:00.000,1:30:00,COMMON ASSAULT,NORTHWESTERN,,39.32491,4000 KATHLAND AVE,POINT (-76.68765 39.32491),,,,,-76.68765,Central Forest Park,621,,1,HANDS
65,6,13645,6D,2017-09-24T00:00:00.000,21:30:00,LARCENY FROM AUTO,CENTRAL,O,39.28835,0 MARKET PL,POINT (-76.60683 39.28835),,,,,-76.60683,Downtown,111,STREET,1,
119,54,27950,5B,2017-09-29T00:00:00.000,14:15:00,BURGLARY,SOUTHWESTERN,I,39.29599,700 GLEN ALLEN DR,POINT (-76.69701 39.29599),,,,,-76.69701,Hunting Ridge,822,ROW/TOWNHO,1,
135,240,27295,4E,2017-09-28T00:00:00.000,15:52:00,COMMON ASSAULT,NORTHWESTERN,O,39.34253,5000 ARBUTUS AVE,POINT (-76.68049 39.34253),,,,,-76.68049,Langston Hughes,613,STREET,1,HANDS
200,247,27295,9S,2017-08-22T00:00:00.000,2145,SHOOTING,NORTHWESTERN,Outside,39.35232,3500 W ROGERS AV,POINT (-76.68235 39.35232),,,,,-76.68235,Pimlico Good Neighbors,633,Street,1,FIREARM
136,222,27291,6J,2017-09-25T00:00:00.000,5:57:00,LARCENY,NORTHEASTERN,I,39.34623,4700 PILGRIM RD,POINT (-76.57568 39.34623),,,,,-76.57568,Lauraville,421,ROW/TOWNHO,1,
225,78,27632,6D,2017-09-24T00:00:00.000,2:18:00,LARCENY FROM AUTO,SOUTHWESTERN,O,39.28732,ST & S CALVERTON RD,POINT (-76.65295 39.28732),,,,,-76.65295,Boyd-Booth,842,STREET,1,
105,253,27291,5C,2017-09-28T00:00:00.000,12:00:00,BURGLARY,NORTHEASTERN,I,39.36785,6600 KNOTTWOOD CT,POINT (-76.56852 39.36785),,,,,-76.56852,Hamilton Hills,423,ROW/TOWNHO,1,
248,214,13991,6D,2017-09-27T00:00:00.000,20:15:00,LARCENY FROM AUTO,NORTHEASTERN,,39.34164,5500 HILLTOP AVE,POINT (-76.55005 39.34164),,,,,-76.55005,Waltherson,426,,1,
214,27,14006,6E,2017-09-26T00:00:00.000,0:01:00,LARCENY,NORTHERN,O,39.3403,4100 ROLAND AVE,POINT (-76.6341 39.3403),,,,,-76.6341,Roland Park,541,STREET,1,
127,217,14009,5D,2017-09-24T00:00:00.000,13:30:00,BURGLARY,NORTHERN,I,39.34906,1100 WINSTON AVE,POINT (-76.60014 39.34906),,,,,-76.60014,Kenilworth Park,524,SCHOOL,1,
48,245,27295,7A,2017-09-29T00:00:00.000,16:00:00,AUTO THEFT,NORTHWESTERN,O,39.36707,3600 GLENGYLE AVE,POINT (-76.70612 39.36707),,,,,-76.70612,Fallstaff,631,STREET,1,
